Index Name,Currency,TickerType,Availability,RussellTick,Bloomberg,ReutersRIC
Russell Fundamental Japan Net Return GBP,GBP,Net,End of day,RUFJNGBP,RUFJNGBP,.RUFJNGBP
Russell Fundamental Japan Net Return JPY,JPY,Net,End of day,RUFJNJPY,RUFJNJPY,.RUFJNJPY
Russell Fundamental Japan Net Return USD,USD,Net,End of day,RUFJNUSD,RUFJNUSD,.RUFJNUSD
Russell Fundamental Japan Total Return EUR,EUR,Total,End of day,RUFJTREU,RUFJTREU,.RUFJTREU
Russell Fundamental Japan Total Return GBP,GBP,Total,End of day,RUFJTRGB,RUFJTRGB,.RUFJTRGB
Russell Fundamental Japan Total Return JPY,JPY,Total,End of day,RUFJTRJP,RUFJTRJP,.RUFJTRJP
Russell Fundamental Japan Total Return USD,USD,Total,End of day,RUFJTRUS,RUFJTRUS,.RUFJTRUS
Russell Fundamental Korea,USD,Price,End of day,RUFKORPR,,.RUFKORPR
Russell Fundamental Korea Net Return EUR,EUR,Net,End of day,RUFKNEUR,RUFKNEUR,.RUFKNEUR
Russell Fundamental Korea Net Return GBP,GBP,Net,End of day,RUFKNGBP,RUFKNGBP,.RUFKNGBP
Russell Fundamental Korea Net Return JPY,JPY,Net,End of day,RUFKNJPY,RUFKNJPY,.RUFKNJPY
Russell Fundamental Korea Net Return USD,USD,Net,End of day,RUFKNUSD,RUFKNUSD,.RUFKNUSD
Russell Fundamental Korea Total Return EUR,EUR,Total,End of day,RUFKTREU,RUFKTREU,.RUFKTREU
Russell Fundamental Korea Total Return GBP,GBP,Total,End of day,RUFKTRGB,RUFKTRGB,.RUFKTRGB
Russell Fundamental Korea Total Return JPY,JPY,Total,End of day,RUFKTRJP,RUFKTRJP,.RUFKTRJP
Russell Fundamental Korea Total Return USD,USD,Total,End of day,RUFKTRUS,RUFKTRUS,.RUFKTRUS
Russell Fundamental Malaysia,USD,Price,End of day,RUFMALPR,,.RUFMALPR
Russell Fundamental Malaysia Net Return EUR,EUR,Net,End of day,RUFMNEUR,,.RUFMNEUR
Russell Fundamental Malaysia Net Return GBP,GBP,Net,End of day,RUFMNGBP,,.RUFMNGBP
Russell Fundamental Malaysia Net Return JPY,JPY,Net,End of day,RUFMNJPY,,.RUFMNJPY
Russell Fundamental Malaysia Net Return USD,USD,Net,End of day,RUFMNUSD,,.RUFMNUSD
Russell Fundamental Malaysia Total Return EUR,EUR,Total,End of day,RUFMTREU,,.RUFMTREU
Russell Fundamental Malaysia Total Return GBP,GBP,Total,End of day,RUFMTRGB,,.RUFMTRGB
Russell Fundamental Malaysia Total Return JPY,JPY,Total,End of day,RUFMTRJP,,.RUFMTRJP
Russell Fundamental Malaysia Total Return USD,USD,Total,End of day,RUFMTRUS,RUFMTRUS,.RUFMTRUS
Russell Fundamental Netherlands,USD,Price,End of day,RUFNETHPR,,.RUFNETHPR
Russell Fundamental Netherlands Net Return EUR,EUR,Net,End of day,RUFNNEUR,RUFNNEUR,.RUFNNEUR
Russell Fundamental Netherlands Net Return GBP,GBP,Net,End of day,RUFNNGBP,RUFNNGBP,.RUFNNGBP
Russell Fundamental Netherlands Net Return JPY,JPY,Net,End of day,RUFNNJPY,RUFNNJPY,.RUFNNJPY
Russell Fundamental Netherlands Net Return USD,USD,Net,End of day,RUFNNUSD,RUFNNUSD,.RUFNNUSD
Russell Fundamental Netherlands Total Rtn EUR,EUR,Total,End of day,RUFNTREU,RUFNTREU,.RUFNTREU
Russell Fundamental Netherlands Total Rtn GBP,GBP,Total,End of day,RUFNTRGB,RUFNTRGB,.RUFNTRGB
Russell Fundamental Netherlands Total Rtn JPY,JPY,Total,End of day,RUFNTRJP,RUFNTRJP,.RUFNTRJP
Russell Fundamental Netherlands Total Rtn USD,USD,Total,End of day,RUFNTRUS,RUFNTRUS,.RUFNTRUS
Russell Fundamental New Zealand,USD,Price,End of day,RUFNZPRU,,.RUFNZPRU
Russell Fundamental New Zealand,EUR,Net,End of day,,RUFNZNEU,
Russell Fundamental New Zealand,EUR,Total,End of day,,RUFNZTRE,
Russell Fundamental New Zealand,GBP,Net,End of day,,RUFNZNGB,
Russell Fundamental New Zealand,GBP,Total,End of day,,RUFNZTRG,
Russell Fundamental New Zealand,JPY,Net,End of day,,RUFNZNJP,
Russell Fundamental New Zealand,JPY,Total,End of day,,RUFNZTRJ,
Russell Fundamental New Zealand Net Return,USD,Net,End of day,RUFNZNUS,,.RUFNZNUS
Russell Fundamental New Zealand Total Return,USD,Total,End of day,RUFNZTRU,,.RUFNZTRU
Russell Fundamental Norway,USD,Price,End of day,RUFNORPR,,.RUFNORPR
Russell Fundamental Norway TR,USD,Total,End of day,RUFNORTR,RUFNORTR,.RUFNORTR
Russell Fundamental Russia,USD,Price,End of day,RUFRUPR,,.RUFRUPR
Russell Fundamental Russia Net Return EUR,EUR,Net,End of day,RUFRNEUR,RUFRNEUR,.RUFRNEUR
Russell Fundamental Russia Net Return GBP,GBP,Net,End of day,RUFRNGBP,RUFRNGBP,.RUFRNGBP
Russell Fundamental Russia Net Return JPY,JPY,Net,End of day,RUFRNJPY,RUFRNJPY,.RUFRNJPY
Russell Fundamental Russia Net Return USD,USD,Net,End of day,RUFRNUSD,RUFRNUSD,.RUFRNUSD
Russell Fundamental Russia Total Return EUR,EUR,Total,End of day,RUFRTREU,RUFRTREU,.RUFRTREU
Russell Fundamental Russia Total Return GBP,GBP,Total,End of day,RUFRTRGB,RUFRTRGB,.RUFRTRGB
Russell Fundamental Russia Total Return JPY,JPY,Total,End of day,RUFRTRJP,RUFRTRJP,.RUFRTRJP
Russell Fundamental Russia Total Return USD,USD,Total,End of day,RUFRTRUS,RUFRTRUS,.RUFRTRUS
Russell Fundamental Singapore,USD,Price,End of day,RUFSIGPR,,.RUFSIGPR
Russell Fundamental Singapore Net Return EUR,EUR,Net,End of day,RUFSINEU,RUFSINEU,.RUFSINEU
Russell Fundamental Singapore Net Return GBP,GBP,Net,End of day,RUFSINGB,RUFSINGB,.RUFSINGB
Russell Fundamental Singapore Net Return JPY,JPY,Net,End of day,RUFSINJP,RUFSINJP,.RUFSINJP
Russell Fundamental Singapore Net Return USD,USD,Net,End of day,RUFSINUS,RUFSINUS,.RUFSINUS
Russell Fundamental Singapore Total Return EUR,EUR,Total,End of day,RUFSITRE,RUFSITRE,.RUFSITRE
Russell Fundamental Singapore Total Return GBP,GBP,Total,End of day,RUFSITRG,RUFSITRG,.RUFSITRG
Russell Fundamental Singapore Total Return JPY,JPY,Total,End of day,RUFSITRJ,RUFSITRJ,.RUFSITRJ
Russell Fundamental Singapore Total Return USD,USD,Total,End of day,RUFSITRU,RUFSITRU,.RUFSITRU
Russell Fundamental Spain,USD,Price,End of day,RUFSPNPR,,.RUFSPNPR
Russell Fundamental Spain Net Return EUR,EUR,Net,End of day,RUFSNEUR,RUFSNEUR,.RUFSNEUR
Russell Fundamental Spain Net Return GBP,GBP,Net,End of day,RUFSNGBP,RUFSNGBP,.RUFSNGBP
Russell Fundamental Spain Net Return JPY,JPY,Net,End of day,RUFSNJPY,RUFSNJPY,.RUFSNJPY
Russell Fundamental Spain Net Return USD,USD,Net,End of day,RUFSNUSD,RUFSNUSD,.RUFSNUSD
Russell Fundamental Spain Total Return EUR,EUR,Total,End of day,RUFSTREU,RUFSTREU,.RUFSTREU
Russell Fundamental Spain Total Return GBP,GBP,Total,End of day,RUFSTRGB,RUFSTRGB,.RUFSTRGB
Russell Fundamental Spain Total Return JPY,JPY,Total,End of day,RUFSTRJP,RUFSTRJP,.RUFSTRJP
Russell Fundamental Spain Total Return USD,USD,Total,End of day,RUFSTRUS,RUFSTRUS,.RUFSTRUS
Russell Fundamental Sweden,USD,Price,End of day,RUFSWEPR,,.RUFSWEPR
Russell Fundamental Sweden TR,USD,Total,End of day,RUFSWETR,RUFSWETR,.RUFSWETR
Russell Fundamental Switzerland,USD,Price,End of day,RUFSWPR,,.RUFSWPR
Russell Fundamental Switzerland Net Return EUR,EUR,Net,End of day,RUFSWNEU,RUFSWNEU,.RUFSWNEU
Russell Fundamental Switzerland Net Return GBP,GBP,Net,End of day,RUFSWNGB,RUFSWNGB,.RUFSWNGB
Russell Fundamental Switzerland Net Return JPY,JPY,Net,End of day,RUFSWNJP,RUFSWNJP,.RUFSWNJP
Russell Fundamental Switzerland Net Return USD,USD,Net,End of day,RUFSWNUS,RUFSWNUS,.RUFSWNUS
Russell Fundamental Switzerland Total Return EUR,EUR,Total,End of day,RUFSWTRE,RUFSWTRE,.RUFSWTRE
Russell Fundamental Switzerland Total Return GBP,GBP,Total,End of day,RUFSWTRG,RUFSWTRG,.RUFSWTRG
Russell Fundamental Switzerland Total Return JPY,JPY,Total,End of day,RUFSWTRJ,RUFSWTRJ,.RUFSWTRJ
Russell Fundamental Switzerland Total Return USD,USD,Total,End of day,RUFSWTRU,RUFSWTRU,.RUFSWTRU
Russell Fundamental Taiwan,USD,Price,End of day,RUFTWPR,,.RUFTWPR
Russell Fundamental Taiwan Net Return EUR,EUR,Net,End of day,RUFTWNEU,,.RUFTWNEU
Russell Fundamental Taiwan Net Return GBP,GBP,Net,End of day,RUFTWNGB,,.RUFTWNGB
Russell Fundamental Taiwan Net Return JPY,JPY,Net,End of day,RUFTWNJP,,.RUFTWNJP
Russell Fundamental Taiwan Net Return USD,USD,Net,End of day,RUFTWNUS,,.RUFTWNUS
Russell Fundamental Taiwan Total Return EUR,EUR,Total,End of day,RUFTWTRE,,.RUFTWTRE
Russell Fundamental Taiwan Total Return GBP,GBP,Total,End of day,RUFTWTRG,,.RUFTWTRG
Russell Fundamental Taiwan Total Return JPY,JPY,Total,End of day,RUFTWTRJ,,.RUFTWTRJ
Russell Fundamental Taiwan Total Return USD,USD,Total,End of day,RUFTWTRU,RUFTWTRU,.RUFTWTRU
Russell Fundamental Thailand,USD,Price,End of day,RUFTHPR,,.RUFTHPR
Russell Fundamental Thailand Net Return EUR,EUR,Net,End of day,RUFTHNEU,,.RUFTHNEU
Russell Fundamental Thailand Net Return GBP,GBP,Net,End of day,RUFTHNGB,,.RUFTHNGB
Russell Fundamental Thailand Net Return JPY,JPY,Net,End of day,RUFTHNJP,,.RUFTHNJP
Russell Fundamental Thailand Net Return USD,USD,Net,End of day,RUFTHNUS,,.RUFTHNUS
Russell Fundamental Thailand Total Return EUR,EUR,Total,End of day,RUFTHTRE,,.RUFTHTRE
Russell Fundamental Thailand Total Return GBP,GBP,Total,End of day,RUFTHTRG,,.RUFTHTRG
Russell Fundamental Thailand Total Return JPY,JPY,Total,End of day,RUFTHTRJ,,.RUFTHTRJ
Russell Fundamental Thailand Total Return USD,USD,Total,End of day,RUFTHTRU,RUFTHTRU,.RUFTHTRU
Russell Fundamental United Kingdom,USD,Price,End of day,RUFGBPR,,.RUFGBPR
Russell Fundamental United Kingdom Net Return EUR,EUR,Net,End of day,RUFGBNEU,RUFGBNEU,.RUFGBNEU
Russell Fundamental United Kingdom Net Return GBP,GBP,Net,End of day,RUFGBNGB,RUFGBNGB,.RUFGBNGB
Russell Fundamental United Kingdom Net Return JPY,JPY,Net,End of day,RUFGBNJP,RUFGBNJP,.RUFGBNJP
Russell Fundamental United Kingdom Net Return USD,USD,Net,End of day,RUFGBNUS,,.RUFGBNUS
Russell Fundamental United Kingdom Total Rtn EUR,EUR,Total,End of day,RUFGBTRE,RUFGBTRE,.RUFGBTRE
Russell Fundamental United Kingdom Total Rtn GBP,GBP,Total,End of day,RUFGBTRG,RUFGBTRG,.RUFGBTRG
Russell Fundamental United Kingdom Total Rtn JPY,JPY,Total,End of day,RUFGBTRJ,RUFGBTRJ,.RUFGBTRJ
Russell Fundamental United Kingdom Total Rtn USD,USD,Total,End of day,RUFGBTRU,RUFGBTRU,.RUFGBTRU
Russell Fundamental US  ,USD,Price,Real Time,RUFUSUSD,RUFUSUSD,.RUFUSUSD
Russell Fundamental US  Net Return,USD,Net,End of day,RUFUSNU,RUFUSNU,.RUFUSNU
Russell Fundamental US Index,GBP,Price,End of day,,RUFUSGBP,
Russell Fundamental US Index,GBP,Total,End of day,,RUFUSTP,
Russell Fundamental US Index,GBP,Net,End of day,,RUFUSNP,
Russell Fundamental US Index,EUR,Price,End of day,,RUFUSEUR,
Russell Fundamental US Index,EUR,Total,End of day,,RUFUSTE,
Russell Fundamental US Index,EUR,Net,End of day,,RUFUSNE,
Russell Fundamental US Index,JPY,Price,End of day,,RUFUSJPY,
Russell Fundamental US Index,JPY,Total,End of day,,RUFUSTY,
Russell Fundamental US Index,JPY,Net,End of day,,RUFUSNY,
Russell Fundamental US Large Company ,USD,Price,Real Time,RUFUSLU,RUFUSLU,.RUFUSLU
Russell Fundamental US Large Company Index,GBP,Price,End of day,,RUFUSLP,
Russell Fundamental US Large Company Index,GBP,Total,End of day,,RUFUSLTP,
Russell Fundamental US Large Company Index,GBP,Net,End of day,,RUFUSLNP,
Russell Fundamental US Large Company Index,EUR,Price,End of day,,RUFUSLE,
Russell Fundamental US Large Company Index,EUR,Total,End of day,,RUFUSLTE,
Russell Fundamental US Large Company Index,EUR,Net,End of day,,RUFUSLNE,
Russell Fundamental US Large Company Index,JPY,Price,End of day,,RUFUSLY,
Russell Fundamental US Large Company Index,JPY,Total,End of day,,RUFUSLTY,
Russell Fundamental US Large Company Index,JPY,Net,End of day,,RUFUSLNY,
Russell Fundamental US Large Company Net Return,USD,Net,End of day,RUFUSLNU,RUFUSLNU,.RUFUSLNU
Russell Fundamental US Large Company Total Return,USD,Total,Real Time,RUFUSLTU,RUFUSLTU,.RUFUSLTU
Russell Fundamental US Select Real Estate Index,USD,Price,Real Time,RUFUSRE,,.RUFUSRE
Russell Fundamental US Select Real Estate Index Net Return,USD,Net,Real Time,RUFUSREN,,.RUFUSREN
Russell Fundamental US Select Real Estate Index Total Return,USD,Total,End of day,RUFUSRET,,.RUFUSRET
Russell Fundamental US Small Company ,USD,Price,Real Time,RUFUSSU,RUFUSSU,.RUFUSSU
Russell Fundamental US Small Company Index,GBP,Price,End of day,,RUFUSSP,
Russell Fundamental US Small Company Index,GBP,Total,End of day,,RUFUSSTP,
Russell Fundamental US Small Company Index,GBP,Net,End of day,,RUFUSSNP,
Russell Fundamental US Small Company Index,EUR,Price,End of day,,RUFUSSE,
Russell Fundamental US Small Company Index,EUR,Total,End of day,,RUFUSSTE,
Russell Fundamental US Small Company Index,EUR,Net,End of day,,RUFUSSNE,
Russell Fundamental US Small Company Index,JPY,Price,End of day,,RUFUSSY,
Russell Fundamental US Small Company Index,JPY,Total,End of day,,RUFUSSTY,
Russell Fundamental US Small Company Index,JPY,Net,End of day,,RUFUSSNY,
Russell Fundamental US Small Company Net Return,USD,Net,End of day,RUFUSSNU,RUFUSSNU,.RUFUSSNU
Russell Fundamental US Small Company Total Return,USD,Total,Real Time,RUFUSSTU,RUFUSSTU,.RUFUSSTU
Russell Fundamental US Top 100 ,USD,Price,End of day,RUFUST1,,.RUFUST1
Russell Fundamental US Top 100  TR,USD,Total,End of day,RUFUST1T,,.RUFUST1T
Russell Fundamental US Top 100 Daily Volatility Control 7%  Excess Return ,USD,Excess,End of day,RUFDVC7E,RUFDVC7E,.RUFDVC7E
Russell Fundamental US Top 100 Daily Volatility Control 7%  Total Return ,USD,Total,End of day,RUFDVC7T,RUFDVC7T,.RUFDVC7T
Russell Fundamental US Top 100 Volatility Control 7%  Excess Return,USD,Excess,End of day,RUFVC7ER,RUFVC7ER,.RUFVC7ER
Russell Fundamental US Top 100 Volatility Control 7%  Total Return,USD,Total,End of day,RUFVC7TR,RUFVC7TR,.RUFVC7TR
Russell Fundamental US Top 200 ,USD,Price,End of day,RUFUST2,RUFUST2,.RUFUST2
Russell Fundamental US Top 200 Net Return,USD,Net,End of day,RUFUST2N,RUFGBNUS,.RUFUST2N
Russell Fundamental US Top 200 Total Return,USD,Total,End of day,RUFUST2T,RUFGBTRU,.RUFUST2T
Russell Fundamental US Total Return,USD,Total,Real Time,RUFUSTU,RUFUSTU,.RUFUSTU
Russell Germany,USD,Price,End of day,RGDE,RGDE,.RGDE
Russell Germany Total Return,USD,Total,End of day,RGDET,RGDET,.RGDET
Russell Global,USD,Price,Real Time,RGIUSD,RGI,.RGIUSD
Russell Global Defensive,USD,Price,End of day,RUGDF,RUGLODF,.RUGDF
Russell Global Defensive EURO Total Return,EUR,Total,End of day,RUGDFTRE,,.RUGDFTRE
Russell Global Defensive Net Return,USD,Net,End of day,RUGDFN,RUGLODFN,.RUGDFN
Russell Global Defensive Total Return,USD,Total,End of day,RUGDFTR,RUGLODFT,.RUGDFTR
Russell Global Dynamic,USD,Price,End of day,RUGDY,RUGLODY,.RUGDY
Russell Global Dynamic EURO Total Return,EUR,Total,End of day,RUGDYTRE,,.RUGDYTRE
Russell Global Dynamic Net Return,USD,Net,End of day,RUGDYN,RUGLODYN,.RUGDYN
Russell Global Dynamic Total Return,USD,Total,End of day,RUGDYTR,RUGLODYT,.RUGDYTR
Russell Global Eurozone Large Cap,USD,Price,End of day,RGEZLUSD,,.RGEZLUSD
Russell Global Eurozone Large Cap Total Return,USD,Total,End of day,RGEZLTRUSD,,.RGEZLTRUSD
Russell Global Eurozone Midcap,USD,Price,End of day,RGEZMUSD,,.RGEZMUSD
Russell Global Eurozone Midcap Total Return,USD,Total,End of day,RGEZMTRUSD,,.RGEZMTRUSD
Russell Global Eurozone Small Cap,USD,Price,End of day,RGEZSUSD,,.RGEZSUSD
Russell Global Eurozone Small Cap Total Return,USD,Total,End of day,RGEZSTRUSD,,.RGEZSTRUSD
Russell Global ex-AUS,USD,Price,End of day,RGXAUSD,RGXA,.RGXAUSD
Russell Global ex-AUS Large Cap,USD,Price,End of day,RGXALUSD,,.RGXALUSD
Russell Global ex-AUS Large Cap Total Return,USD,Total,End of day,RGXALTRUSD,,.RGXALTRUSD
Russell Global ex-AUS Midcap,USD,Price,End of day,RGXAMUSD,,.RGXAMUSD
Russell Global ex-AUS Midcap Total Return,USD,Total,End of day,RGXAMTRUSD,,.RGXAMTRUSD
Russell Global ex-AUS Small Cap,USD,Price,End of day,RGXASUSD,,.RGXASUSD
Russell Global ex-AUS Small Cap Total Return,USD,Total,End of day,RGXASTRUSD,,.RGXASTRUSD
Russell Global ex-AUS Total Return,USD,Total,End of day,RGXATRUSD,,.RGXATRUSD
Russell Global ex-CA,USD,Price,End of day,RGXCUSD,RGXC,.RGXCUSD
Russell Global ex-CA Large Cap,USD,Price,End of day,RGXCLUSD,,.RGXCLUSD
Russell Global ex-CA Large Cap Total Return,USD,Total,End of day,RGXCLTRUSD,,.RGXCLTRUSD
Russell Global ex-CA Midcap,USD,Price,End of day,RGXCMUSD,,.RGXCMUSD
Russell Global ex-CA Midcap Total Return,USD,Total,End of day,RGXCMTRUSD,,.RGXCMTRUSD
Russell Global ex-CA Small Cap,USD,Price,End of day,RGXCSUSD,,.RGXCSUSD
Russell Global ex-CA Small Cap Total Return,USD,Total,End of day,RGXCSTRUSD,,.RGXCSTRUSD
Russell Global ex-CA Total Return,USD,Total,End of day,RGXCTRUSD,,.RGXCTRUSD
Russell Global ex-Japan,USD,Price,End of day,RGXJUSD,RGXJ,.RGXJUSD
Russell Global ex-Japan Large Cap,USD,Price,End of day,RGXJLUSD,RGXJL,.RGXJLUSD
Russell Global ex-Japan Large Cap Total Return,USD,Total,End of day,RGXJLTRUSD,,.RGXJLTRUSD
Russell Global ex-Japan Midcap,USD,Price,End of day,RGXJMUSD,,.RGXJMUSD
Russell Global ex-Japan Midcap Total Return,USD,Total,End of day,RGXJMTRUSD,,.RGXJMTRUSD
Russell Global ex-Japan Small Cap,USD,Price,End of day,RGXJSUSD,RGXJS,.RGXJSUSD
Russell Global ex-Japan Small Cap Total Return,USD,Total,End of day,RGXJSTRUSD,,.RGXJSTRUSD
Russell Global ex-Japan Total Return,USD,Total,End of day,RGXJTRUSD,,.RGXJTRUSD
Russell Global ex-NA,USD,Price,End of day,RGXNUSD,RGXN,.RGXNUSD
Russell Global ex-NA Large Cap,USD,Price,End of day,RGXNLUSD,,.RGXNLUSD
Russell Global ex-NA Large Cap Growth,USD,Price,End of day,RGXNLGUSD,,.RGXNLGUSD
Russell Global ex-NA Large Cap Growth Total Return,USD,Total,End of day,RGXNLGTRUSD,,.RGXNLGTRUSD
Russell Global ex-NA Large Cap Net Return,USD,Net,End of day,RGXNLN,,.RGXNALNU
Russell Global ex-NA Large Cap Total Return,USD,Total,End of day,RGXNLTRUSD,,.RGXNALTU
Russell Global ex-NA Large Cap Value,USD,Price,End of day,RGXNLVUSD,,.RGXNLVUSD
Russell Global ex-NA Large Cap Value Total Return,USD,Total,End of day,RGXNLVTRUSD,,.RGXNLVTRUSD
Russell Global ex-NA Midcap,USD,Price,End of day,RGXNMUSD,,.RGXNMUSD
Russell Global ex-NA Midcap Total Return,USD,Total,End of day,RGXNMTRUSD,,.RGXNMTRUSD
Russell Global ex-NA Net Return,USD,Net,End of day,RGXNN,,.RGXNANU
Russell Global ex-NA Small Cap,USD,Price,End of day,RGXNSUSD,,.RGXNSUSD
Russell Global ex-NA Small Cap Net Return,USD,Net,End of day,RGXNSN,,.RGXNASNU
Russell Global ex-NA Small Cap Total Return,USD,Total,End of day,RGXNSTRUSD,,.RGXNASTU
Russell Global ex-NA Total Return,USD,Total,End of day,RGXNTRUSD,,.RGXNATU
Russell Global ex-UK,USD,Price,End of day,RGXKUSD,RGXK,.RGXKUSD
Russell Global ex-UK Large Cap,USD,Price,End of day,RGXKLUSD,,.RGXKLUSD
Russell Global ex-UK Large Cap Total Return,USD,Total,End of day,RGXKLTRUSD,,.RGXKLTRUSD
Russell Global ex-UK Midcap,USD,Price,End of day,RGXKMUSD,,.RGXKMUSD
Russell Global ex-UK Midcap Total Return,USD,Total,End of day,RGXKMTRUSD,,.RGXKMTRUSD
Russell Global ex-UK Small Cap,USD,Price,End of day,RGXKSUSD,,.RGXKSUSD
Russell Global ex-UK Small Cap Total Return,USD,Total,End of day,RGXKSTRUSD,,.RGXKSTRUSD
Russell Global ex-UK Total Return,USD,Total,End of day,RGXKTRUSD,,.RGXKTRUSD
Russell Global ex-US,USD,Price,Real Time,RGXUUSD,RGXU,.RGXUUSD
Russell Global ex-US Defensive,USD,Price,End of day,RUGXUDF,RUGXUDF,.RUGXUDF
Russell Global ex-US Defensive Net Return,USD,Net,End of day,RUGXUDFN,RUGXUDFN,.RUGXUDFN
Russell Global ex-US Defensive Total Return,USD,Total,End of day,RUGXUDFT,RUGXUDFT,.RUGXUDFT
Russell Global ex-US Dynamic,USD,Price,End of day,RUGXUDY,RUGXUDY,.RUGXUDY
Russell Global ex-US Dynamic Net Return,USD,Net,End of day,RUGXUDYN,RUGXUDYN,.RUGXUDYN
Russell Global ex-US Dynamic Total Return,USD,Total,End of day,RUGXUDYT,RUGXUDYT,.RUGXUDYT
Russell Global ex-US ex-Japan,USD,Price,End of day,RGUJUSD,RGUJ,.RGUJUSD
Russell Global ex-US ex-Japan Large Cap,USD,Price,End of day,RGUJLUSD,,.RGUJLUSD
Russell Global ex-US ex-Japan Large Cap Total Return,USD,Total,End of day,RGUJLTRUSD,,.RGUJLTRUSD
Russell Global ex-US ex-Japan Midcap,USD,Price,End of day,RGUJMUSD,,.RGUJMUSD
Russell Global ex-US ex-Japan Midcap Total Return,USD,Total,End of day,RGUJMTRUSD,,.RGUJMTRUSD
Russell Global ex-US ex-Japan Small Cap,USD,Price,End of day,RGUJSUSD,,.RGUJSUSD
Russell Global ex-US ex-Japan Small Cap Total Return,USD,Total,End of day,RGUJSTRUSD,,.RGUJSTRUSD
Russell Global ex-US ex-Japan Total Return,USD,Total,End of day,RGUJTRUSD,,.RGUJTRUSD
Russell Global ex-US Growth,USD,Price,Real Time,RGXUGUSD,RGXUG,.RGXUGUSD
Russell Global ex-US Growth Index,USD,Net,End of day,,RGXUZ,
Russell Global ex-US Growth Total Return,USD,Total,End of day,RGXUGTRUSD,RGXUY,.RGXUGTRUSD
Russell Global ex-US Large Cap,USD,Price,Real Time,RGXULUSD,RGXUL,.RGXULUSD
Russell Global ex-US Large Cap Defensive,USD,Price,End of day,RUGXULDF,RUGXULDF,.RUGXULDF
Russell Global ex-US Large Cap Defensive Net Return,USD,Net,End of day,RUGXULFN,RUGXULFN,.RUGXULFN
Russell Global ex-US Large Cap Defensive Total Return,USD,Total,End of day,RUGXULFT,RUGXULFT,.RUGXULFT
Russell Global ex-US Large Cap Dynamic,USD,Price,End of day,RUGXULDY,RUGXULDY,.RUGXULDY
Russell Global ex-US Large Cap Dynamic Net Return,USD,Net,End of day,RUGXULYN,RUGXULYN,.RUGXULYN
Russell Global ex-US Large Cap Dynamic Total Return,USD,Total,End of day,RUGXULYT,RUGXULYT,.RUGXULYT
Russell Global ex-US Large Cap Growth,USD,Price,Real Time,RGXULGUSD,RGXULG,.RGXULGUSD
Russell Global ex-US Large Cap Growth Net Return,USD,Net,End of day,RGXULGNRUSD,RGXULZ,.RGXULGNRUSD
Russell Global ex-US Large Cap Growth Total Return,USD,Total,End of day,RGXULGTRUSD,RGXULY,.RGXULGTRUSD
Russell Global ex-US Large Cap High Eff Def - Low,USD,Price,End of day,RURDIL3,RURDIL3,.RURDIL3
Russell Global ex-US Large Cap High Eff Def - Low NR,USD,Net,End of day,RURDIL3N,RURDIL3N,.RURDIL3N
Russell Global ex-US Large Cap High Eff Def - Low TR,USD,Total,End of day,RURDIL3T,RURDIL3T,.RURDIL3T
Russell Global ex-US Large Cap High Eff Def - Mod,USD,Price,End of day,RURDIL6,RURDIL6,.RURDIL6
Russell Global ex-US Large Cap High Eff Def - Mod NR,USD,Net,End of day,RURDIL6N,RURDIL6N,.RURDIL6N
Russell Global ex-US Large Cap High Eff Def - Mod TR,USD,Total,End of day,RURDIL6T,RURDIL6T,.RURDIL6T
Russell Global ex-US Large Cap Net Return,USD,Net,End of day,RGXULN,RGXULK,.RGXUSLNU
Russell Global ex-US Large Cap Total Return,USD,Total,End of day,RGXULTRUSD,RGXULA,. RGXUSLTU
Russell Global ex-US Large Cap Value,USD,Price,Real Time,RGXULVUSD,RGXULV,.RGXULVUSD
Russell Global ex-US Large Cap Value Net Return,USD,Net,End of day,RGXULVNRUSD,RGXULW,.RGXULVNRUSD
Russell Global ex-US Large Cap Value Total Return,USD,Total,End of day,RGXULVTRUSD,RGXULX,.RGXULVTRUSD
Russell Global ex-US Microcap,USD,Price,End of day,RGXUMI,,.RGXUMI
Russell Global ex-US Microcap Growth,USD,Price,End of day,RGXUMIG,,.RGXUMIG
Russell Global ex-US Microcap Growth Total Return,USD,Total,End of day,RGXUMIGT,,.RGXUMIGT
Russell Global ex-US Microcap Total Return,USD,Total,End of day,RGXUMIT,,.RGXUMIT
Russell Global ex-US Microcap Value,USD,Price,End of day,RGXUMIV,,.RGXUMIV
Russell Global ex-US Microcap Value Total Return,USD,Total,End of day,RGXUMIVT,,.RGXUMIVT
Russell Global ex-US Midcap,USD,Price,End of day,RGXUMUSD,,.RGXUMUSD
Russell Global ex-US Midcap Total Return,USD,Total,End of day,RGXUMTRUSD,,.RGXUMTRUSD
Russell Global ex-US Net Return,USD,Net,End of day,RGXUN,RGXUN,.RGXUSNU
Russell Global ex-US RGS Sub: REIT Total Return ,USD,Total,End of day,RUGXUSREIT,,.RUGXUSREIT
Russell Global ex-US SM Growth Total Return,USD,Total,End of day,RGXUSGTRUSD,RGXUSY,.RGXUSGTRUSD
Russell Global ex-US Small Cap,USD,Price,Real Time,RGXUSUSD,RGXUS,.RGXUSUSD
Russell Global ex-US Small Cap Defensive,USD,Price,End of day,RUGXUSDF,RUGXUSDF,.RUGXUSDF
Russell Global ex-US Small Cap Defensive Net Return,USD,Net,End of day,RUGXUSFN,RUGXUSFN,.RUGXUSFN
